date,short_date,tm_days,DHW,HOT,DHW_30,DHW_60,DHW_90,DHW_120,DHW_150,DHW_180,DHW_210,DHW_240,DHW_270,DHW_300,DHW_330,DHW_360
1985-05-01T12:00:00Z,01/05/1985,12904,0,-0.67,,,,,,,,,,,,
1985-05-02T12:00:00Z,02/05/1985,12905,0,-0.68,,,,,,,,,,,,
1985-05-03T12:00:00Z,03/05/1985,12906,0,-0.27,,,,,,,,,,,,
1985-05-04T12:00:00Z,04/05/1985,12907,0,-0.23,,,,,,,,,,,,
1985-05-05T12:00:00Z,05/05/1985,12908,0,-0.25,,,,,,,,,,,,
1985-05-06T12:00:00Z,06/05/1985,12909,0,-0.12,,,,,,,,,,,,
1985-05-07T12:00:00Z,07/05/1985,12910,0,-0.23,,,,,,,,,,,,
1985-05-08T12:00:00Z,08/05/1985,12911,0,-0.31,,,,,,,,,,,,
1985-05-09T12:00:00Z,09/05/1985,12912,0,-0.38,,,,,,,,,,,,
1985-05-10T12:00:00Z,10/05/1985,12913,0,-0.39,,,,,,,,,,,,
1985-05-11T12:00:00Z,11/05/1985,12914,0,-0.3,,,,,,,,,,,,
1985-05-12T12:00:00Z,12/05/1985,12915,0,-0.18,,,,,,,,,,,,
1985-05-13T12:00:00Z,13/05/1985,12916,0,-0.04,,,,,,,,,,,,
1985-05-14T12:00:00Z,14/05/1985,12917,0,0.08,,,,,,,,,,,,
1985-05-15T12:00:00Z,15/05/1985,12918,0,0.19,,,,,,,,,,,,
1985-05-16T12:00:00Z,16/05/1985,12919,0,0.31,,,,,,,,,,,,
1985-05-17T12:00:00Z,17/05/1985,12920,0,-0.14,,,,,,,,,,,,
1985-05-18T12:00:00Z,18/05/1985,12921,0,0.07,,,,,,,,,,,,
1985-05-19T12:00:00Z,19/05/1985,12922,0,-0.14,,,,,,,,,,,,
1985-05-20T12:00:00Z,20/05/1985,12923,0,-0.72,,,,,,,,,,,,
1985-05-21T12:00:00Z,21/05/1985,12924,0,-0.82,,,,,,,,,,,,
1985-05-22T12:00:00Z,22/05/1985,12925,0,-0.72,,,,,,,,,,,,
1985-05-23T12:00:00Z,23/05/1985,12926,0,-0.66,,,,,,,,,,,,
1985-05-24T12:00:00Z,24/05/1985,12927,0,-0.68,,,,,,,,,,,,
1985-05-25T12:00:00Z,25/05/1985,12928,0,-0.67,,,,,,,,,,,,
1985-05-26T12:00:00Z,26/05/1985,12929,0,-0.68,,,,,,,,,,,,
1985-05-27T12:00:00Z,27/05/1985,12930,0,-0.69,,,,,,,,,,,,
1985-05-28T12:00:00Z,28/05/1985,12931,0,-0.74,,,,,,,,,,,,
1985-05-29T12:00:00Z,29/05/1985,12932,0,-1.15,,,,,,,,,,,,
1985-05-30T12:00:00Z,30/05/1985,12933,0,-1.02,,,,,,,,,,,,
1985-05-31T12:00:00Z,31/05/1985,12934,0,-0.89,,,,,,,,,,,,
1985-06-01T12:00:00Z,01/06/1985,12935,0,-0.85,,,,,,,,,,,,
1985-06-02T12:00:00Z,02/06/1985,12936,0,-0.8,,,,,,,,,,,,
1985-06-03T12:00:00Z,03/06/1985,12937,0,-0.79,,,,,,,,,,,,
1985-06-04T12:00:00Z,04/06/1985,12938,0,-0.77,,,,,,,,,,,,
1985-06-05T12:00:00Z,05/06/1985,12939,0,-0.28,,,,,,,,,,,,
1985-06-06T12:00:00Z,06/06/1985,12940,0,-0.37,,,,,,,,,,,,
1985-06-07T12:00:00Z,07/06/1985,12941,0,-0.52,,,,,,,,,,,,
1985-06-08T12:00:00Z,08/06/1985,12942,0,-0.25,,,,,,,,,,,,
1985-06-09T12:00:00Z,09/06/1985,12943,0,-0.14,,,,,,,,,,,,
1985-06-10T12:00:00Z,10/06/1985,12944,0,0.02,,,,,,,,,,,,
1985-06-11T12:00:00Z,11/06/1985,12945,0,0.18,,,,,,,,,,,,
1985-06-12T12:00:00Z,12/06/1985,12946,0,0.16,,,,,,,,,,,,
1985-06-13T12:00:00Z,13/06/1985,12947,0,0.26,,,,,,,,,,,,
1985-06-14T12:00:00Z,14/06/1985,12948,0,0.36,,,,,,,,,,,,
1985-06-15T12:00:00Z,15/06/1985,12949,0,0.15,,,,,,,,,,,,
1985-06-16T12:00:00Z,16/06/1985,12950,0,0.05,,,,,,,,,,,,
1985-06-17T12:00:00Z,17/06/1985,12951,0,-0.06,,,,,,,,,,,,
1985-06-18T12:00:00Z,18/06/1985,12952,0,-0.17,,,,,,,,,,,,
1985-06-19T12:00:00Z,19/06/1985,12953,0,-0.27,,,,,,,,,,,,
1985-06-20T12:00:00Z,20/06/1985,12954,0,-0.37,,,,,,,,,,,,
1985-06-21T12:00:00Z,21/06/1985,12955,0,-0.45,,,,,,,,,,,,
1985-06-22T12:00:00Z,22/06/1985,12956,0,-0.39,,,,,,,,,,,,
1985-06-23T12:00:00Z,23/06/1985,12957,0,-0.41,,,,,,,,,,,,
1985-06-24T12:00:00Z,24/06/1985,12958,0,-0.89,,,,,,,,,,,,
1985-06-25T12:00:00Z,25/06/1985,12959,0,-1.11,,,,,,,,,,,,
1985-06-26T12:00:00Z,26/06/1985,12960,0,-0.86,,,,,,,,,,,,
1985-06-27T12:00:00Z,27/06/1985,12961,0,-0.83,,,,,,,,,,,,
1985-06-28T12:00:00Z,28/06/1985,12962,0,-0.78,,,,,,,,,,,,
1985-06-29T12:00:00Z,29/06/1985,12963,0,-0.89,,,,,,,,,,,,
1985-06-30T12:00:00Z,30/06/1985,12964,0,-0.93,,,,,,,,,,,,
1985-07-01T12:00:00Z,01/07/1985,12965,0,-0.95,,,,,,,,,,,,
1985-07-02T12:00:00Z,02/07/1985,12966,0,-1,,,,,,,,,,,,
1985-07-03T12:00:00Z,03/07/1985,12967,0,-1.14,,,,,,,,,,,,
1985-07-04T12:00:00Z,04/07/1985,12968,0,-1.2,,,,,,,,,,,,
1985-07-05T12:00:00Z,05/07/1985,12969,0,-0.98,,,,,,,,,,,,
1985-07-06T12:00:00Z,06/07/1985,12970,0,-1.13,,,,,,,,,,,,
1985-07-07T12:00:00Z,07/07/1985,12971,0,-1.39,,,,,,,,,,,,
1985-07-08T12:00:00Z,08/07/1985,12972,0,-1.56,,,,,,,,,,,,
1985-07-09T12:00:00Z,09/07/1985,12973,0,-1.4,,,,,,,,,,,,
1985-07-10T12:00:00Z,10/07/1985,12974,0,-1.39,,,,,,,,,,,,
1985-07-11T12:00:00Z,11/07/1985,12975,0,-1.15,,,,,,,,,,,,
1985-07-12T12:00:00Z,12/07/1985,12976,0,-1.15,,,,,,,,,,,,
1985-07-13T12:00:00Z,13/07/1985,12977,0,-0.95,,,,,,,,,,,,
1985-07-14T12:00:00Z,14/07/1985,12978,0,-0.69,,,,,,,,,,,,
1985-07-15T12:00:00Z,15/07/1985,12979,0,-0.73,,,,,,,,,,,,
1985-07-16T12:00:00Z,16/07/1985,12980,0,-0.38,,,,,,,,,,,,
1985-07-17T12:00:00Z,17/07/1985,12981,0,-0.87,,,,,,,,,,,,
1985-07-18T12:00:00Z,18/07/1985,12982,0,-0.35,,,,,,,,,,,,
1985-07-19T12:00:00Z,19/07/1985,12983,0,-0.33,,,,,,,,,,,,
1985-07-20T12:00:00Z,20/07/1985,12984,0,-0.46,,,,,,,,,,,,
1985-07-21T12:00:00Z,21/07/1985,12985,0,-0.63,,,,,,,,,,,,
1985-07-22T12:00:00Z,22/07/1985,12986,0,-0.7,,,,,,,,,,,,
1985-07-23T12:00:00Z,23/07/1985,12987,0,-0.75,,,,,,,,,,,,
1985-07-24T12:00:00Z,24/07/1985,12988,0,-0.8,,,,,,,,,,,,
1985-07-25T12:00:00Z,25/07/1985,12989,0,-0.55,,,,,,,,,,,,
1985-07-26T12:00:00Z,26/07/1985,12990,0,-0.41,,,,,,,,,,,,
1985-07-27T12:00:00Z,27/07/1985,12991,0,-0.56,,,,,,,,,,,,
1985-07-28T12:00:00Z,28/07/1985,12992,0,-0.71,,,,,,,,,,,,
1985-07-29T12:00:00Z,29/07/1985,12993,0,-0.72,,,,,,,,,,,,
1985-07-30T12:00:00Z,30/07/1985,12994,0,-0.74,,,,,,,,,,,,
1985-07-31T12:00:00Z,31/07/1985,12995,0,-0.84,,,,,,,,,,,,
1985-08-01T12:00:00Z,01/08/1985,12996,0,-0.9,,,,,,,,,,,,
1985-08-02T12:00:00Z,02/08/1985,12997,0,-0.99,,,,,,,,,,,,
1985-08-03T12:00:00Z,03/08/1985,12998,0,-1.06,,,,,,,,,,,,
1985-08-04T12:00:00Z,04/08/1985,12999,0,-1.03,,,,,,,,,,,,
1985-08-05T12:00:00Z,05/08/1985,13000,0,-1.32,,,,,,,,,,,,
1985-08-06T12:00:00Z,06/08/1985,13001,0,-1.33,,,,,,,,,,,,
1985-08-07T12:00:00Z,07/08/1985,13002,0,-1.23,,,,,,,,,,,,
1985-08-08T12:00:00Z,08/08/1985,13003,0,-1.17,,,,,,,,,,,,
1985-08-09T12:00:00Z,09/08/1985,13004,0,-1.13,,,,,,,,,,,,
1985-08-10T12:00:00Z,10/08/1985,13005,0,-1.55,,,,,,,,,,,,
1985-08-11T12:00:00Z,11/08/1985,13006,0,-1.52,,,,,,,,,,,,
1985-08-12T12:00:00Z,12/08/1985,13007,0,-1.31,,,,,,,,,,,,
1985-08-13T12:00:00Z,13/08/1985,13008,0,-1.3,,,,,,,,,,,,
1985-08-14T12:00:00Z,14/08/1985,13009,0,-1.13,,,,,,,,,,,,
1985-08-15T12:00:00Z,15/08/1985,13010,0,-1.21,,,,,,,,,,,,
1985-08-16T12:00:00Z,16/08/1985,13011,0,-1.1,,,,,,,,,,,,
1985-08-17T12:00:00Z,17/08/1985,13012,0,-1,,,,,,,,,,,,
1985-08-18T12:00:00Z,18/08/1985,13013,0,-1.2,,,,,,,,,,,,
1985-08-19T12:00:00Z,19/08/1985,13014,0,-1.28,,,,,,,,,,,,
1985-08-20T12:00:00Z,20/08/1985,13015,0,-1.83,,,,,,,,,,,,
1985-08-21T12:00:00Z,21/08/1985,13016,0,-1.81,,,,,,,,,,,,
1985-08-22T12:00:00Z,22/08/1985,13017,0,-2.06,,,,,,,,,,,,
1985-08-23T12:00:00Z,23/08/1985,13018,0,-2.3,,,,,,,,,,,,
1985-08-24T12:00:00Z,24/08/1985,13019,0,-2.2,,,,,,,,,,,,
1985-08-25T12:00:00Z,25/08/1985,13020,0,-1.96,,,,,,,,,,,,
1985-08-26T12:00:00Z,26/08/1985,13021,0,-1.82,,,,,,,,,,,,
1985-08-27T12:00:00Z,27/08/1985,13022,0,-1.75,,,,,,,,,,,,
1985-08-28T12:00:00Z,28/08/1985,13023,0,-2.08,,,,,,,,,,,,
1985-08-29T12:00:00Z,29/08/1985,13024,0,-2.04,,,,,,,,,,,,
1985-08-30T12:00:00Z,30/08/1985,13025,0,-1.66,,,,,,,,,,,,
1985-08-31T12:00:00Z,31/08/1985,13026,0,-1.59,,,,,,,,,,,,
1985-09-01T12:00:00Z,01/09/1985,13027,0,-1.48,,,,,,,,,,,,
1985-09-02T12:00:00Z,02/09/1985,13028,0,-1.79,,,,,,,,,,,,
1985-09-03T12:00:00Z,03/09/1985,13029,0,-1.95,,,,,,,,,,,,
1985-09-04T12:00:00Z,04/09/1985,13030,0,-1.98,,,,,,,,,,,,
1985-09-05T12:00:00Z,05/09/1985,13031,0,-1.87,,,,,,,,,,,,
1985-09-06T12:00:00Z,06/09/1985,13032,0,-1.92,,,,,,,,,,,,
1985-09-07T12:00:00Z,07/09/1985,13033,0,-1.54,,,,,,,,,,,,
1985-09-08T12:00:00Z,08/09/1985,13034,0,-1.44,,,,,,,,,,,,
1985-09-09T12:00:00Z,09/09/1985,13035,0,-1.59,,,,,,,,,,,,
1985-09-10T12:00:00Z,10/09/1985,13036,0,-1.92,,,,,,,,,,,,
1985-09-11T12:00:00Z,11/09/1985,13037,0,-1.82,,,,,,,,,,,,
1985-09-12T12:00:00Z,12/09/1985,13038,0,-1.94,,,,,,,,,,,,
1985-09-13T12:00:00Z,13/09/1985,13039,0,-2.05,,,,,,,,,,,,
1985-09-14T12:00:00Z,14/09/1985,13040,0,-1.84,,,,,,,,,,,,
1985-09-15T12:00:00Z,15/09/1985,13041,0,-1.64,,,,,,,,,,,,
1985-09-16T12:00:00Z,16/09/1985,13042,0,-1.6,,,,,,,,,,,,
1985-09-17T12:00:00Z,17/09/1985,13043,0,-1.49,,,,,,,,,,,,
1985-09-18T12:00:00Z,18/09/1985,13044,0,-1.24,,,,,,,,,,,,
1985-09-19T12:00:00Z,19/09/1985,13045,0,-1.32,,,,,,,,,,,,
1985-09-20T12:00:00Z,20/09/1985,13046,0,-1.32,,,,,,,,,,,,
1985-09-21T12:00:00Z,21/09/1985,13047,0,-1,,,,,,,,,,,,
1985-09-22T12:00:00Z,22/09/1985,13048,0,-1.25,,,,,,,,,,,,
1985-09-23T12:00:00Z,23/09/1985,13049,0,-1.37,,,,,,,,,,,,
1985-09-24T12:00:00Z,24/09/1985,13050,0,-1.46,,,,,,,,,,,,
1985-09-25T12:00:00Z,25/09/1985,13051,0,-1.59,,,,,,,,,,,,
1985-09-26T12:00:00Z,26/09/1985,13052,0,-1.71,,,,,,,,,,,,
1985-09-27T12:00:00Z,27/09/1985,13053,0,-1.87,,,,,,,,,,,,
1985-09-28T12:00:00Z,28/09/1985,13054,0,-1.9,,,,,,,,,,,,
1985-09-29T12:00:00Z,29/09/1985,13055,0,-2.02,,,,,,,,,,,,
1985-09-30T12:00:00Z,30/09/1985,13056,0,-1.9,,,,,,,,,,,,
1985-10-01T12:00:00Z,01/10/1985,13057,0,-1.8,,,,,,,,,,,,
1985-10-02T12:00:00Z,02/10/1985,13058,0,-1.68,,,,,,,,,,,,
1985-10-03T12:00:00Z,03/10/1985,13059,0,-1.56,,,,,,,,,,,,
1985-10-04T12:00:00Z,04/10/1985,13060,0,-1.51,,,,,,,,,,,,
1985-10-05T12:00:00Z,05/10/1985,13061,0,-1.54,,,,,,,,,,,,
1985-10-06T12:00:00Z,06/10/1985,13062,0,-2.14,,,,,,,,,,,,
1985-10-07T12:00:00Z,07/10/1985,13063,0,-2.19,,,,,,,,,,,,
1985-10-08T12:00:00Z,08/10/1985,13064,0,-2.16,,,,,,,,,,,,
1985-10-09T12:00:00Z,09/10/1985,13065,0,-2.1,,,,,,,,,,,,
1985-10-10T12:00:00Z,10/10/1985,13066,0,-2.06,,,,,,,,,,,,
1985-10-11T12:00:00Z,11/10/1985,13067,0,-2.06,,,,,,,,,,,,
1985-10-12T12:00:00Z,12/10/1985,13068,0,-2,,,,,,,,,,,,
1985-10-13T12:00:00Z,13/10/1985,13069,0,-1.76,,,,,,,,,,,,
1985-10-14T12:00:00Z,14/10/1985,13070,0,-1.45,,,,,,,,,,,,
1985-10-15T12:00:00Z,15/10/1985,13071,0,-1.49,,,,,,,,,,,,
1985-10-16T12:00:00Z,16/10/1985,13072,0,-1.41,,,,,,,,,,,,
1985-10-17T12:00:00Z,17/10/1985,13073,0,-1.55,,,,,,,,,,,,
1985-10-18T12:00:00Z,18/10/1985,13074,0,-1.65,,,,,,,,,,,,
1985-10-19T12:00:00Z,19/10/1985,13075,0,-1.72,,,,,,,,,,,,
1985-10-20T12:00:00Z,20/10/1985,13076,0,-1.43,,,,,,,,,,,,
1985-10-21T12:00:00Z,21/10/1985,13077,0,-1.47,,,,,,,,,,,,
1985-10-22T12:00:00Z,22/10/1985,13078,0,-1.31,,,,,,,,,,,,
1985-10-23T12:00:00Z,23/10/1985,13079,0,-1.45,,,,,,,,,,,,
1985-10-24T12:00:00Z,24/10/1985,13080,0,-1.58,,,,,,,,,,,,
1985-10-25T12:00:00Z,25/10/1985,13081,0,-1.7,,,,,,,,,,,,
1985-10-26T12:00:00Z,26/10/1985,13082,0,-1.8,,,,,,,,,,,,
1985-10-27T12:00:00Z,27/10/1985,13083,0,-1.98,,,,,,,,,,,,
1985-10-28T12:00:00Z,28/10/1985,13084,0,-2.13,,,,,,,,,,,,
1985-10-29T12:00:00Z,29/10/1985,13085,0,-2.04,,,,,,,,,,,,
1985-10-30T12:00:00Z,30/10/1985,13086,0,-1.94,,,,,,,,,,,,
1985-10-31T12:00:00Z,31/10/1985,13087,0,-1.83,,,,,,,,,,,,
1985-11-01T12:00:00Z,01/11/1985,13088,0,-1.55,,,,,,,,,,,,
1985-11-02T12:00:00Z,02/11/1985,13089,0,-1.62,,,,,,,,,,,,
1985-11-03T12:00:00Z,03/11/1985,13090,0,-1.82,,,,,,,,,,,,
1985-11-04T12:00:00Z,04/11/1985,13091,0,-2,,,,,,,,,,,,
1985-11-05T12:00:00Z,05/11/1985,13092,0,-2.1,,,,,,,,,,,,
1985-11-06T12:00:00Z,06/11/1985,13093,0,-1.97,,,,,,,,,,,,
1985-11-07T12:00:00Z,07/11/1985,13094,0,-1.93,,,,,,,,,,,,
1985-11-08T12:00:00Z,08/11/1985,13095,0,-1.85,,,,,,,,,,,,
1985-11-09T12:00:00Z,09/11/1985,13096,0,-1.72,,,,,,,,,,,,
1985-11-10T12:00:00Z,10/11/1985,13097,0,-1.59,,,,,,,,,,,,
1985-11-11T12:00:00Z,11/11/1985,13098,0,-1.51,,,,,,,,,,,,
1985-11-12T12:00:00Z,12/11/1985,13099,0,-0.53,,,,,,,,,,,,
1985-11-13T12:00:00Z,13/11/1985,13100,0,-0.98,,,,,,,,,,,,
1985-11-14T12:00:00Z,14/11/1985,13101,0,-0.87,,,,,,,,,,,,
1985-11-15T12:00:00Z,15/11/1985,13102,0,-0.77,,,,,,,,,,,,
1985-11-16T12:00:00Z,16/11/1985,13103,0,-0.79,,,,,,,,,,,,
1985-11-17T12:00:00Z,17/11/1985,13104,0,-0.93,,,,,,,,,,,,
1985-11-18T12:00:00Z,18/11/1985,13105,0,-0.76,,,,,,,,,,,,
1985-11-19T12:00:00Z,19/11/1985,13106,0,-0.75,,,,,,,,,,,,
1985-11-20T12:00:00Z,20/11/1985,13107,0,-0.75,,,,,,,,,,,,
1985-11-21T12:00:00Z,21/11/1985,13108,0,-1.08,,,,,,,,,,,,
1985-11-22T12:00:00Z,22/11/1985,13109,0,-1.29,,,,,,,,,,,,
1985-11-23T12:00:00Z,23/11/1985,13110,0,-1.45,,,,,,,,,,,,
1985-11-24T12:00:00Z,24/11/1985,13111,0,-1.78,,,,,,,,,,,,
1985-11-25T12:00:00Z,25/11/1985,13112,0,-1.59,,,,,,,,,,,,
1985-11-26T12:00:00Z,26/11/1985,13113,0,-1.22,,,,,,,,,,,,
1985-11-27T12:00:00Z,27/11/1985,13114,0,-1.08,,,,,,,,,,,,
1985-11-28T12:00:00Z,28/11/1985,13115,0,-1.02,,,,,,,,,,,,
1985-11-29T12:00:00Z,29/11/1985,13116,0,-1.07,,,,,,,,,,,,
1985-11-30T12:00:00Z,30/11/1985,13117,0,-1.05,,,,,,,,,,,,
1985-12-01T12:00:00Z,01/12/1985,13118,0,-0.82,,,,,,,,,,,,
1985-12-02T12:00:00Z,02/12/1985,13119,0,-0.74,,,,,,,,,,,,
1985-12-03T12:00:00Z,03/12/1985,13120,0,-0.98,,,,,,,,,,,,
1985-12-04T12:00:00Z,04/12/1985,13121,0,-1.09,,,,,,,,,,,,
1985-12-05T12:00:00Z,05/12/1985,13122,0,-0.95,,,,,,,,,,,,
1985-12-06T12:00:00Z,06/12/1985,13123,0,-0.82,,,,,,,,,,,,
1985-12-07T12:00:00Z,07/12/1985,13124,0,-0.83,,,,,,,,,,,,
1985-12-08T12:00:00Z,08/12/1985,13125,0,-0.58,,,,,,,,,,,,
1985-12-09T12:00:00Z,09/12/1985,13126,0,-0.39,,,,,,,,,,,,
1985-12-10T12:00:00Z,10/12/1985,13127,0,-0.48,,,,,,,,,,,,
1985-12-11T12:00:00Z,11/12/1985,13128,0,-0.69,,,,,,,,,,,,
1985-12-12T12:00:00Z,12/12/1985,13129,0,-0.87,,,,,,,,,,,,
1985-12-13T12:00:00Z,13/12/1985,13130,0,-0.85,,,,,,,,,,,,
1985-12-14T12:00:00Z,14/12/1985,13131,0,-0.99,,,,,,,,,,,,
1985-12-15T12:00:00Z,15/12/1985,13132,0,-1.24,,,,,,,,,,,,
1985-12-16T12:00:00Z,16/12/1985,13133,0,-1.28,,,,,,,,,,,,
1985-12-17T12:00:00Z,17/12/1985,13134,0,-1.26,,,,,,,,,,,,
1985-12-18T12:00:00Z,18/12/1985,13135,0,-0.74,,,,,,,,,,,,
1985-12-19T12:00:00Z,19/12/1985,13136,0,-0.9,,,,,,,,,,,,
1985-12-20T12:00:00Z,20/12/1985,13137,0,-1.78,,,,,,,,,,,,
1985-12-21T12:00:00Z,21/12/1985,13138,0,-2.06,,,,,,,,,,,,
1985-12-22T12:00:00Z,22/12/1985,13139,0,-1.95,,,,,,,,,,,,
1985-12-23T12:00:00Z,23/12/1985,13140,0,-1.73,,,,,,,,,,,,
1985-12-24T12:00:00Z,24/12/1985,13141,0,-2.03,,,,,,,,,,,,
1985-12-25T12:00:00Z,25/12/1985,13142,0,-2.32,,,,,,,,,,,,
1985-12-26T12:00:00Z,26/12/1985,13143,0,-2.01,,,,,,,,,,,,
1985-12-27T12:00:00Z,27/12/1985,13144,0,-1.76,,,,,,,,,,,,
1985-12-28T12:00:00Z,28/12/1985,13145,0,-1.62,,,,,,,,,,,,
1985-12-29T12:00:00Z,29/12/1985,13146,0,-1.98,,,,,,,,,,,,
1985-12-30T12:00:00Z,30/12/1985,13147,0,-2.18,,,,,,,,,,,,
1985-12-31T12:00:00Z,31/12/1985,13148,0,-2.42,,,,,,,,,,,,
1986-01-01T12:00:00Z,01/01/1986,13149,0,-2.59,,,,,,,,,,,,
1986-01-02T12:00:00Z,02/01/1986,13150,0,-2.76,,,,,,,,,,,,
1986-01-03T12:00:00Z,03/01/1986,13151,0,-2.79,,,,,,,,,,,,
1986-01-04T12:00:00Z,04/01/1986,13152,0,-2.66,,,,,,,,,,,,
1986-01-05T12:00:00Z,05/01/1986,13153,0,-2.61,,,,,,,,,,,,
1986-01-06T12:00:00Z,06/01/1986,13154,0,-2.64,,,,,,,,,,,,
1986-01-07T12:00:00Z,07/01/1986,13155,0,-2.62,,,,,,,,,,,,
1986-01-08T12:00:00Z,08/01/1986,13156,0,-2.74,,,,,,,,,,,,
1986-01-09T12:00:00Z,09/01/1986,13157,0,-2.78,,,,,,,,,,,,
1986-01-10T12:00:00Z,10/01/1986,13158,0,-2.91,,,,,,,,,,,,
1986-01-11T12:00:00Z,11/01/1986,13159,0,-1.84,,,,,,,,,,,,
1986-01-12T12:00:00Z,12/01/1986,13160,0,-1.79,,,,,,,,,,,,
1986-01-13T12:00:00Z,13/01/1986,13161,0,-1.74,,,,,,,,,,,,
1986-01-14T12:00:00Z,14/01/1986,13162,0,-1.71,,,,,,,,,,,,
1986-01-15T12:00:00Z,15/01/1986,13163,0,-1.67,,,,,,,,,,,,
1986-01-16T12:00:00Z,16/01/1986,13164,0,-1.8,,,,,,,,,,,,
1986-01-17T12:00:00Z,17/01/1986,13165,0,-1.61,,,,,,,,,,,,
1986-01-18T12:00:00Z,18/01/1986,13166,0,-1.45,,,,,,,,,,,,
1986-01-19T12:00:00Z,19/01/1986,13167,0,-1.5,,,,,,,,,,,,
1986-01-20T12:00:00Z,20/01/1986,13168,0,-1.71,,,,,,,,,,,,
1986-01-21T12:00:00Z,21/01/1986,13169,0,-1.91,,,,,,,,,,,,
1986-01-22T12:00:00Z,22/01/1986,13170,0,-1.92,,,,,,,,,,,,
1986-01-23T12:00:00Z,23/01/1986,13171,0,-1.84,,,,,,,,,,,,
1986-01-24T12:00:00Z,24/01/1986,13172,0,-1.72,,,,,,,,,,,,
1986-01-25T12:00:00Z,25/01/1986,13173,0,-1.66,,,,,,,,,,,,
1986-01-26T12:00:00Z,26/01/1986,13174,0,-1.77,,,,,,,,,,,,
1986-01-27T12:00:00Z,27/01/1986,13175,0,-1.79,,,,,,,,,,,,
1986-01-28T12:00:00Z,28/01/1986,13176,0,-1.62,,,,,,,,,,,,
1986-01-29T12:00:00Z,29/01/1986,13177,0,-1.88,,,,,,,,,,,,
1986-01-30T12:00:00Z,30/01/1986,13178,0,-2.22,,,,,,,,,,,,
1986-01-31T12:00:00Z,31/01/1986,13179,0,-2.37,,,,,,,,,,,,
1986-02-01T12:00:00Z,01/02/1986,13180,0,-2.31,,,,,,,,,,,,
1986-02-02T12:00:00Z,02/02/1986,13181,0,-2.23,,,,,,,,,,,,
1986-02-03T12:00:00Z,03/02/1986,13182,0,-2.08,,,,,,,,,,,,
1986-02-04T12:00:00Z,04/02/1986,13183,0,-1.42,,,,,,,,,,,,
1986-02-05T12:00:00Z,05/02/1986,13184,0,-1.36,,,,,,,,,,,,
1986-02-06T12:00:00Z,06/02/1986,13185,0,-1.52,,,,,,,,,,,,
1986-02-07T12:00:00Z,07/02/1986,13186,0,-1.52,,,,,,,,,,,,
1986-02-08T12:00:00Z,08/02/1986,13187,0,-1.53,,,,,,,,,,,,
1986-02-09T12:00:00Z,09/02/1986,13188,0,-1.53,,,,,,,,,,,,
1986-02-10T12:00:00Z,10/02/1986,13189,0,-1.77,,,,,,,,,,,,
1986-02-11T12:00:00Z,11/02/1986,13190,0,-1.84,,,,,,,,,,,,
1986-02-12T12:00:00Z,12/02/1986,13191,0,-1.84,,,,,,,,,,,,
1986-02-13T12:00:00Z,13/02/1986,13192,0,-1.96,,,,,,,,,,,,
1986-02-14T12:00:00Z,14/02/1986,13193,0,-1.94,,,,,,,,,,,,
1986-02-15T12:00:00Z,15/02/1986,13194,0,-1.72,,,,,,,,,,,,
1986-02-16T12:00:00Z,16/02/1986,13195,0,-1.85,,,,,,,,,,,,
1986-02-17T12:00:00Z,17/02/1986,13196,0,-1.86,,,,,,,,,,,,
1986-02-18T12:00:00Z,18/02/1986,13197,0,-2.22,,,,,,,,,,,,
1986-02-19T12:00:00Z,19/02/1986,13198,0,-2.23,,,,,,,,,,,,
1986-02-20T12:00:00Z,20/02/1986,13199,0,-1.92,,,,,,,,,,,,
1986-02-21T12:00:00Z,21/02/1986,13200,0,-1.58,,,,,,,,,,,,
1986-02-22T12:00:00Z,22/02/1986,13201,0,-1.49,,,,,,,,,,,,
1986-02-23T12:00:00Z,23/02/1986,13202,0,-1.68,,,,,,,,,,,,
1986-02-24T12:00:00Z,24/02/1986,13203,0,-1.58,,,,,,,,,,,,
1986-02-25T12:00:00Z,25/02/1986,13204,0,-1.36,,,,,,,,,,,,
1986-02-26T12:00:00Z,26/02/1986,13205,0,-1.04,,,,,,,,,,,,
1986-02-27T12:00:00Z,27/02/1986,13206,0,-0.69,,,,,,,,,,,,
1986-02-28T12:00:00Z,28/02/1986,13207,0,-0.56,,,,,,,,,,,,
1986-03-01T12:00:00Z,01/03/1986,13208,0,-0.3,,,,,,,,,,,,
1986-03-02T12:00:00Z,02/03/1986,13209,0,-0.84,,,,,,,,,,,,
1986-03-03T12:00:00Z,03/03/1986,13210,0,-0.98,,,,,,,,,,,,
1986-03-04T12:00:00Z,04/03/1986,13211,0,-1.17,,,,,,,,,,,,
1986-03-05T12:00:00Z,05/03/1986,13212,0,-1.34,,,,,,,,,,,,
1986-03-06T12:00:00Z,06/03/1986,13213,0,-1.74,,,,,,,,,,,,
1986-03-07T12:00:00Z,07/03/1986,13214,0,-1.88,,,,,,,,,,,,
1986-03-08T12:00:00Z,08/03/1986,13215,0,-1.74,,,,,,,,,,,,
1986-03-09T12:00:00Z,09/03/1986,13216,0,-1.76,,,,,,,,,,,,
1986-03-10T12:00:00Z,10/03/1986,13217,0,-1.79,,,,,,,,,,,,
1986-03-11T12:00:00Z,11/03/1986,13218,0,-1.65,,,,,,,,,,,,
1986-03-12T12:00:00Z,12/03/1986,13219,0,-1.47,,,,,,,,,,,,
